URN,SEN FLU APPLICABLE,ICB Shortname
109464,Mainstream,BLMK ICB
136085,Mainstream,BLMK ICB
130597,Mainstream,BLMK ICB
138228,Mainstream,BLMK ICB
109727,Mainstream,BLMK ICB
109717,Mainstream,BLMK ICB
109728,Mainstream,BLMK ICB
150474,Mainstream,BLMK ICB
109718,Mainstream,BLMK ICB
109690,Mainstream,BLMK ICB
109503,Mainstream,BLMK ICB
109483,Mainstream,BLMK ICB
109611,Mainstream,BLMK ICB
135990,SEN,BLMK ICB
109462,Mainstream,BLMK ICB
109610,Mainstream,BLMK ICB
151042,Mainstream,BLMK ICB
151125,Mainstream,BLMK ICB
144528,Mainstream,BLMK ICB
109413,Mainstream,BLMK ICB
109622,Mainstream,BLMK ICB
109446,Mainstream,BLMK ICB
138067,Mainstream,BLMK ICB
109433,Mainstream,BLMK ICB
109443,Mainstream,BLMK ICB
144039,Mainstream,BLMK ICB
136552,Mainstream,BLMK ICB
139523,Mainstream,BLMK ICB
139374,SEN,BLMK ICB
143770,Mainstream,BLMK ICB
135996,Mainstream,BLMK ICB
144746,Mainstream,BLMK ICB
139320,SEN,BLMK ICB
143084,Mainstream,BLMK ICB
109506,Mainstream,BLMK ICB
142387,Mainstream,BLMK ICB
109463,Mainstream,BLMK ICB
139798,Mainstream,BLMK ICB
109502,Mainstream,BLMK ICB
136122,Mainstream,BLMK ICB
109590,Mainstream,BLMK ICB
151526,Mainstream,BLMK ICB
136471,Mainstream,BLMK ICB
109432,Mainstream,BLMK ICB
139160,Mainstream,BLMK ICB
145861,Mainstream,BLMK ICB
109613,Mainstream,BLMK ICB
143561,Mainstream,BLMK ICB
109417,Mainstream,BLMK ICB
109715,Mainstream,BLMK ICB
109451,Mainstream,BLMK ICB
109720,Mainstream,BLMK ICB
109436,Mainstream,BLMK ICB
139519,Mainstream,BLMK ICB
136660,Mainstream,BLMK ICB
148334,Mainstream,BLMK ICB
109603,Mainstream,BLMK ICB
109742,SEN,BLMK ICB
109624,Mainstream,BLMK ICB
150792,SEN,BLMK ICB
146269,Mainstream,BLMK ICB
109512,Mainstream,BLMK ICB
144545,Mainstream,BLMK ICB
136470,Mainstream,BLMK ICB
139510,Mainstream,BLMK ICB
109442,Mainstream,BLMK ICB
144546,Mainstream,BLMK ICB
145219,Mainstream,BLMK ICB
148982,Mainstream,BLMK ICB
139515,Mainstream,BLMK ICB
137469,SEN,BLMK ICB
139547,Mainstream,BLMK ICB
109628,Mainstream,BLMK ICB
139517,Mainstream,BLMK ICB
139522,Mainstream,BLMK ICB
109486,Mainstream,BLMK ICB
109489,Mainstream,BLMK ICB
139990,Mainstream,BLMK ICB
109666,Mainstream,BLMK ICB
109627,Mainstream,BLMK ICB
150796,Mainstream,BLMK ICB
109492,Mainstream,BLMK ICB
144595,Mainstream,BLMK ICB
143926,Mainstream,BLMK ICB
151126,Mainstream,BLMK ICB
137522,Mainstream,BLMK ICB
137249,Mainstream,BLMK ICB
135946,Mainstream,BLMK ICB
138209,Mainstream,BLMK ICB
136829,Mainstream,BLMK ICB
109703,Mainstream,BLMK ICB
109428,Mainstream,BLMK ICB
109466,Mainstream,BLMK ICB
140276,Mainstream,BLMK ICB
137947,Mainstream,BLMK ICB
137636,Mainstream,BLMK ICB
109664,Mainstream,BLMK ICB
144010,Mainstream,BLMK ICB
148104,Mainstream,BLMK ICB
137462,Mainstream,BLMK ICB
109487,Mainstream,BLMK ICB
151218,SEN,BLMK ICB
140228,Mainstream,BLMK ICB
109521,Mainstream,BLMK ICB
137853,Mainstream,BLMK ICB
133848,Mainstream,BLMK ICB
109457,Mainstream,BLMK ICB
149324,Mainstream,BLMK ICB
151210,Mainstream,BLMK ICB
109599,Mainstream,BLMK ICB
136539,Mainstream,BLMK ICB
109694,Mainstream,BLMK ICB
135987,SEN,BLMK ICB
137632,Mainstream,BLMK ICB
137555,Mainstream,BLMK ICB
145805,Mainstream,BLMK ICB
135021,Mainstream,BLMK ICB
109452,Mainstream,BLMK ICB
137904,Mainstream,BLMK ICB
138003,Mainstream,BLMK ICB
140281,Mainstream,BLMK ICB
140075,Mainstream,BLMK ICB
137290,Mainstream,BLMK ICB
109591,Mainstream,BLMK ICB
137778,Mainstream,BLMK ICB
138938,Mainstream,BLMK ICB
137941,Mainstream,BLMK ICB
109456,Mainstream,BLMK ICB
109513,Mainstream,BLMK ICB
138027,Mainstream,BLMK ICB
150145,Mainstream,BLMK ICB
138844,Mainstream,BLMK ICB
109458,Mainstream,BLMK ICB
109459,Mainstream,BLMK ICB
149107,Mainstream,BLMK ICB
109460,Mainstream,BLMK ICB
109739,SEN,BLMK ICB
109615,Mainstream,BLMK ICB
144458,Mainstream,BLMK ICB
109507,Mainstream,BLMK ICB
150629,Mainstream,BLMK ICB
142036,Mainstream,BLMK ICB
140835,Mainstream,BLMK ICB
136345,Mainstream,BLMK ICB
145427,Mainstream,BLMK ICB
109509,Mainstream,BLMK ICB
109689,Mainstream,BLMK ICB
148227,Mainstream,BLMK ICB
109515,Mainstream,BLMK ICB
136766,Mainstream,BLMK ICB
144342,Mainstream,BLMK ICB
132236,Mainstream,BLMK ICB
147183,Mainstream,BLMK ICB
109472,Mainstream,BLMK ICB
148640,Mainstream,BLMK ICB
109473,Mainstream,BLMK ICB
148411,Mainstream,BLMK ICB
140286,SEN,BLMK ICB
141520,Mainstream,BLMK ICB
133596,Mainstream,BLMK ICB
147804,Mainstream,BLMK ICB
147081,Mainstream,BLMK ICB
109475,Mainstream,BLMK ICB
138181,Mainstream,BLMK ICB
109619,Mainstream,BLMK ICB
138571,Mainstream,BLMK ICB
147803,Mainstream,BLMK ICB
139473,Mainstream,BLMK ICB
136559,Mainstream,BLMK ICB
109476,Mainstream,BLMK ICB
136713,Mainstream,BLMK ICB
109522,Mainstream,BLMK ICB
109484,Mainstream,BLMK ICB
109495,Mainstream,BLMK ICB
137948,Mainstream,BLMK ICB
109669,Mainstream,BLMK ICB
109479,Mainstream,BLMK ICB
109471,Mainstream,BLMK ICB
109480,Mainstream,BLMK ICB
109605,Mainstream,BLMK ICB
109440,Mainstream,BLMK ICB
109523,Mainstream,BLMK ICB
109481,Mainstream,BLMK ICB
109595,Mainstream,BLMK ICB
138021,Mainstream,BLMK ICB
109618,Mainstream,BLMK ICB
145324,Mainstream,BLMK ICB
138022,Mainstream,BLMK ICB
109617,Mainstream,BLMK ICB
109604,Mainstream,BLMK ICB
145325,Mainstream,BLMK ICB
138558,Mainstream,BLMK ICB
109482,Mainstream,BLMK ICB
150413,SEN,BLMK ICB
109469,Mainstream,BLMK ICB
137886,Mainstream,BLMK ICB
148234,Mainstream,BLMK ICB
138939,Mainstream,BLMK ICB
109626,Mainstream,BLMK ICB
109429,Mainstream,BLMK ICB
109527,Mainstream,BLMK ICB
139411,SEN,BLMK ICB
109746,SEN,BLMK ICB
137756,Mainstream,BLMK ICB
109508,Mainstream,BLMK ICB
146685,Mainstream,BLMK ICB
138714,Mainstream,BLMK ICB
109468,Mainstream,BLMK ICB
143850,Mainstream,BLMK ICB
109504,Mainstream,BLMK ICB
109585,Mainstream,BLMK ICB
139372,Mainstream,BLMK ICB
145426,Mainstream,BLMK ICB
137169,Mainstream,BLMK ICB
151796,Mainstream,BLMK ICB
137896,SEN,BLMK ICB
109422,Mainstream,BLMK ICB
147994,Mainstream,BLMK ICB
109415,Mainstream,BLMK ICB
109493,Mainstream,BLMK ICB
136560,Mainstream,BLMK ICB
109609,Mainstream,BLMK ICB
142672,SEN,BLMK ICB
147690,Mainstream,BLMK ICB
134525,SEN,BLMK ICB
131089,Mainstream,BLMK ICB
134701,Mainstream,BLMK ICB
109594,Mainstream,BLMK ICB
134807,Mainstream,BLMK ICB
132246,Mainstream,BLMK ICB
142310,Mainstream,BLMK ICB
136651,Mainstream,BLMK ICB
144312,Mainstream,BLMK ICB
138469,Mainstream,BLMK ICB
109421,Mainstream,BLMK ICB
145872,Mainstream,BLMK ICB
109702,Mainstream,BLMK ICB
139705,Mainstream,BLMK ICB
136319,Mainstream,BLMK ICB
109534,Mainstream,BLMK ICB
109567,Mainstream,BLMK ICB
148297,Mainstream,BLMK ICB
151041,Mainstream,BLMK ICB
109572,Mainstream,BLMK ICB
109420,Mainstream,BLMK ICB
109418,Mainstream,BLMK ICB
109581,Mainstream,BLMK ICB
109578,Mainstream,BLMK ICB
137679,Mainstream,BLMK ICB
109579,Mainstream,BLMK ICB
134805,Mainstream,BLMK ICB
109726,Mainstream,BLMK ICB
109745,SEN,BLMK ICB
149208,Mainstream,BLMK ICB
131851,Mainstream,BLMK ICB
109686,Mainstream,BLMK ICB
151866,SEN,BLMK ICB
130600,Mainstream,BLMK ICB
109546,Mainstream,BLMK ICB
134289,Mainstream,BLMK ICB
109548,Mainstream,BLMK ICB
135539,Mainstream,BLMK ICB
109556,Mainstream,BLMK ICB
109423,Mainstream,BLMK ICB
109574,Mainstream,BLMK ICB
144311,Mainstream,BLMK ICB
109564,Mainstream,BLMK ICB
109707,Mainstream,BLMK ICB
134155,Mainstream,BLMK ICB
109743,SEN,BLMK ICB
139782,Mainstream,BLMK ICB
109419,Mainstream,BLMK ICB
151151,Mainstream,BLMK ICB
109583,Mainstream,BLMK ICB
109575,Mainstream,BLMK ICB
146714,Mainstream,BLMK ICB
109635,Mainstream,BLMK ICB
142263,Mainstream,BLMK ICB
142264,Mainstream,BLMK ICB
109552,Mainstream,BLMK ICB
109553,Mainstream,BLMK ICB
148692,Mainstream,BLMK ICB
109571,Mainstream,BLMK ICB
147376,Mainstream,BLMK ICB
135337,Mainstream,BLMK ICB
139612,Mainstream,BLMK ICB
131175,Mainstream,BLMK ICB
137324,Mainstream,BLMK ICB
109558,Mainstream,BLMK ICB
135338,Mainstream,BLMK ICB
133841,Mainstream,BLMK ICB
151840,Mainstream,BLMK ICB
109562,Mainstream,BLMK ICB
131850,Mainstream,BLMK ICB
149542,Mainstream,BLMK ICB
139219,Mainstream,BLMK ICB
146751,Mainstream,BLMK ICB
109588,Mainstream,BLMK ICB
109584,Mainstream,BLMK ICB
109560,Mainstream,BLMK ICB
109744,SEN,BLMK ICB
110401,Mainstream,BLMK ICB
147380,Mainstream,BLMK ICB
110327,Mainstream,BLMK ICB
148551,Mainstream,BLMK ICB
110481,Mainstream,BLMK ICB
134423,Mainstream,BLMK ICB
110369,Mainstream,BLMK ICB
140252,SEN,BLMK ICB
135271,Mainstream,BLMK ICB
150595,Mainstream,BLMK ICB
134072,Mainstream,BLMK ICB
136153,Mainstream,BLMK ICB
110256,Mainstream,BLMK ICB
142322,SEN,BLMK ICB
110394,Mainstream,BLMK ICB
110213,Mainstream,BLMK ICB
110399,Mainstream,BLMK ICB
138440,Mainstream,BLMK ICB
143265,Mainstream,BLMK ICB
147269,Mainstream,BLMK ICB
110404,Mainstream,BLMK ICB
136468,Mainstream,BLMK ICB
110372,Mainstream,BLMK ICB
150593,Mainstream,BLMK ICB
137052,Mainstream,BLMK ICB
151371,Mainstream,BLMK ICB
143766,Mainstream,BLMK ICB
110355,Mainstream,BLMK ICB
110375,Mainstream,BLMK ICB
110381,Mainstream,BLMK ICB
134073,Mainstream,BLMK ICB
110400,Mainstream,BLMK ICB
149106,Mainstream,BLMK ICB
110366,Mainstream,BLMK ICB
110395,Mainstream,BLMK ICB
110345,Mainstream,BLMK ICB
110367,Mainstream,BLMK ICB
110230,Mainstream,BLMK ICB
110231,Mainstream,BLMK ICB
110382,Mainstream,BLMK ICB
139449,Mainstream,BLMK ICB
146462,Mainstream,BLMK ICB
147381,Mainstream,BLMK ICB
148229,Mainstream,BLMK ICB
132786,Mainstream,BLMK ICB
145043,Mainstream,BLMK ICB
145063,Mainstream,BLMK ICB
141271,Mainstream,BLMK ICB
110197,Mainstream,BLMK ICB
144357,Mainstream,BLMK ICB
148420,SEN,BLMK ICB
147112,Mainstream,BLMK ICB
150335,Mainstream,BLMK ICB
132787,Mainstream,BLMK ICB
145736,Mainstream,BLMK ICB
131348,Mainstream,BLMK ICB
139861,Mainstream,BLMK ICB
151372,Mainstream,BLMK ICB
140734,Mainstream,BLMK ICB
130609,Mainstream,BLMK ICB
110565,Mainstream,BLMK ICB
149404,SEN,BLMK ICB
144137,Mainstream,BLMK ICB
147154,Mainstream,BLMK ICB
126565,Mainstream,BLMK ICB
144424,Mainstream,BLMK ICB
139057,Mainstream,BLMK ICB
110405,Mainstream,BLMK ICB
135270,Mainstream,BLMK ICB
110406,Mainstream,BLMK ICB
136454,Mainstream,BLMK ICB
128768,SEN,BLMK ICB
110240,Mainstream,BLMK ICB
136792,Mainstream,BLMK ICB
143263,Mainstream,BLMK ICB
138605,Mainstream,BLMK ICB
136853,Mainstream,BLMK ICB
110330,Mainstream,BLMK ICB
131718,Mainstream,BLMK ICB
110380,Mainstream,BLMK ICB
149460,Mainstream,BLMK ICB
138933,Mainstream,BLMK ICB
110580,SEN,BLMK ICB
110252,Mainstream,BLMK ICB
136730,Mainstream,BLMK ICB
138715,Mainstream,BLMK ICB
110407,Mainstream,BLMK ICB
138439,Mainstream,BLMK ICB
110587,SEN,BLMK ICB
110363,Mainstream,BLMK ICB
110443,Mainstream,BLMK ICB
134318,Mainstream,BLMK ICB
147891,Mainstream,BLMK ICB
110483,Mainstream,BLMK ICB
151368,Mainstream,BLMK ICB
110482,Mainstream,BLMK ICB
110517,Mainstream,BLMK ICB
110476,Mainstream,BLMK ICB
110365,Mainstream,BLMK ICB
148835,Mainstream,BLMK ICB
138253,SEN,BLMK ICB
110408,Mainstream,BLMK ICB
110385,Mainstream,BLMK ICB
136844,Mainstream,BLMK ICB
135665,Mainstream,BLMK ICB
133849,Mainstream,BLMK ICB
136275,Mainstream,BLMK ICB
110532,Mainstream,BLMK ICB
110592,SEN,BLMK ICB
110567,Mainstream,BLMK ICB
110379,Mainstream,BLMK ICB
110584,SEN,BLMK ICB
151293,Mainstream,BLMK ICB
137061,Mainstream,BLMK ICB
136842,Mainstream,BLMK ICB
148193,Mainstream,BLMK ICB
147860,Mainstream,BLMK ICB
149470,Mainstream,BLMK ICB
131397,Mainstream,BLMK ICB
110575,SEN,BLMK ICB
142907,Mainstream,BLMK ICB
151047,Mainstream,BLMK ICB
149662,SEN,BLMK ICB
110368,Mainstream,BLMK ICB
110257,Mainstream,BLMK ICB
136083,Mainstream,C&P ICB
137377,Mainstream,C&P ICB
110850,Mainstream,C&P ICB
148249,SEN,C&P ICB
110809,Mainstream,C&P ICB
136653,Mainstream,C&P ICB
110644,Mainstream,C&P ICB
139537,Mainstream,C&P ICB
110664,Mainstream,C&P ICB
149186,SEN,C&P ICB
110920,SEN,C&P ICB
143440,Mainstream,C&P ICB
145801,Mainstream,C&P ICB
110814,Mainstream,C&P ICB
110781,Mainstream,C&P ICB
110829,Mainstream,C&P ICB
110602,Mainstream,C&P ICB
137427,Mainstream,C&P ICB
136236,SEN,C&P ICB
110627,Mainstream,C&P ICB
110746,Mainstream,C&P ICB
145425,Mainstream,C&P ICB
136677,Mainstream,C&P ICB
137626,Mainstream,C&P ICB
135131,Mainstream,C&P ICB
110827,Mainstream,C&P ICB
110596,Mainstream,C&P ICB
137639,Mainstream,C&P ICB
150756,Mainstream,C&P ICB
150374,Mainstream,C&P ICB
110758,Mainstream,C&P ICB
139844,Mainstream,C&P ICB
132031,Mainstream,C&P ICB
110603,Mainstream,C&P ICB
141879,SEN,C&P ICB
134179,SEN,C&P ICB
139408,Mainstream,C&P ICB
140265,Mainstream,C&P ICB
110935,Mainstream,C&P ICB
146301,Mainstream,C&P ICB
149596,Mainstream,C&P ICB
130610,Mainstream,C&P ICB
149027,Mainstream,C&P ICB
110784,Mainstream,C&P ICB
134972,SEN,C&P ICB
143871,Mainstream,C&P ICB
110801,Mainstream,C&P ICB
136887,Mainstream,C&P ICB
139556,Mainstream,C&P ICB
110785,Mainstream,C&P ICB
110649,Mainstream,C&P ICB
110631,Mainstream,C&P ICB
136650,Mainstream,C&P ICB
110597,Mainstream,C&P ICB
110665,Mainstream,C&P ICB
136463,Mainstream,C&P ICB
110786,Mainstream,C&P ICB
110604,Mainstream,C&P ICB
137434,Mainstream,C&P ICB
141297,Mainstream,C&P ICB
138177,Mainstream,C&P ICB
136332,Mainstream,C&P ICB
136339,Mainstream,C&P ICB
144054,Mainstream,C&P ICB
144947,Mainstream,C&P ICB
110787,Mainstream,C&P ICB
110798,Mainstream,C&P ICB
145401,Mainstream,C&P ICB
110707,Mainstream,C&P ICB
143835,Mainstream,C&P ICB
142424,Mainstream,C&P ICB
110830,Mainstream,C&P ICB
143404,Mainstream,C&P ICB
110773,Mainstream,C&P ICB
141707,Mainstream,C&P ICB
141949,Mainstream,C&P ICB
146369,Mainstream,C&P ICB
110820,Mainstream,C&P ICB
145302,Mainstream,C&P ICB
110766,Mainstream,C&P ICB
145423,Mainstream,C&P ICB
110606,Mainstream,C&P ICB
110676,Mainstream,C&P ICB
110812,Mainstream,C&P ICB
110788,Mainstream,C&P ICB
110754,Mainstream,C&P ICB
110607,Mainstream,C&P ICB
110608,Mainstream,C&P ICB
110633,Mainstream,C&P ICB
110759,Mainstream,C&P ICB
142638,Mainstream,C&P ICB
148105,Mainstream,C&P ICB
143976,Mainstream,C&P ICB
141690,Mainstream,C&P ICB
138029,Mainstream,C&P ICB
145553,Mainstream,C&P ICB
134937,SEN,C&P ICB
110611,Mainstream,C&P ICB
110831,Mainstream,C&P ICB
110815,Mainstream,C&P ICB
140535,Mainstream,C&P ICB
150022,Mainstream,C&P ICB
136047,SEN,C&P ICB
142811,Mainstream,C&P ICB
144288,Mainstream,C&P ICB
110748,Mainstream,C&P ICB
151048,Mainstream,C&P ICB
143870,Mainstream,C&P ICB
143849,Mainstream,C&P ICB
110796,Mainstream,C&P ICB
138993,Mainstream,C&P ICB
110673,Mainstream,C&P ICB
110679,Mainstream,C&P ICB
135404,Mainstream,C&P ICB
143111,SEN,C&P ICB
140882,SEN,C&P ICB
130615,Mainstream,C&P ICB
137475,Mainstream,C&P ICB
139087,Mainstream,C&P ICB
139086,Mainstream,C&P ICB
110595,Mainstream,C&P ICB
146889,Mainstream,C&P ICB
108886,SEN,C&P ICB
110817,Mainstream,C&P ICB
110594,Mainstream,C&P ICB
148733,SEN,C&P ICB
110680,Mainstream,C&P ICB
110598,Mainstream,C&P ICB
135568,Mainstream,C&P ICB
137826,Mainstream,C&P ICB
140483,Mainstream,C&P ICB
110791,Mainstream,C&P ICB
144537,Mainstream,C&P ICB
139088,Mainstream,C&P ICB
110771,Mainstream,C&P ICB
140386,Mainstream,C&P ICB
110925,Mainstream,C&P ICB
110762,Mainstream,C&P ICB
110911,Mainstream,C&P ICB
110916,Mainstream,C&P ICB
136931,Mainstream,C&P ICB
110775,Mainstream,C&P ICB
140888,Mainstream,C&P ICB
142776,Mainstream,C&P ICB
145804,Mainstream,C&P ICB
136670,Mainstream,C&P ICB
110832,Mainstream,C&P ICB
143576,Mainstream,C&P ICB
136442,Mainstream,C&P ICB
110632,Mainstream,C&P ICB
110733,Mainstream,C&P ICB
149958,Mainstream,C&P ICB
110637,Mainstream,C&P ICB
151132,Mainstream,C&P ICB
136992,Mainstream,C&P ICB
110930,Mainstream,C&P ICB
110638,Mainstream,C&P ICB
149098,Mainstream,C&P ICB
110666,Mainstream,C&P ICB
140622,Mainstream,C&P ICB
144055,SEN,C&P ICB
110614,Mainstream,C&P ICB
137527,Mainstream,C&P ICB
110615,Mainstream,C&P ICB
141212,Mainstream,C&P ICB
110626,Mainstream,C&P ICB
138595,Mainstream,C&P ICB
142498,Mainstream,C&P ICB
143776,Mainstream,C&P ICB
133930,Mainstream,C&P ICB
131996,Mainstream,C&P ICB
110657,Mainstream,C&P ICB
145147,Mainstream,C&P ICB
139272,Mainstream,C&P ICB
140538,Mainstream,C&P ICB
110658,Mainstream,C&P ICB
139401,Mainstream,C&P ICB
148128,Mainstream,C&P ICB
147110,Mainstream,C&P ICB
147441,Mainstream,C&P ICB
142378,SEN,C&P ICB
142793,SEN,C&P ICB
133570,SEN,C&P ICB
134979,Mainstream,C&P ICB
143836,Mainstream,C&P ICB
110616,Mainstream,C&P ICB
149845,SEN,C&P ICB
140499,Mainstream,C&P ICB
110837,Mainstream,C&P ICB
136636,Mainstream,C&P ICB
147434,Mainstream,C&P ICB
139466,Mainstream,C&P ICB
110617,Mainstream,C&P ICB
110836,Mainstream,C&P ICB
134765,SEN,C&P ICB
150791,SEN,C&P ICB
110702,Mainstream,C&P ICB
110687,Mainstream,C&P ICB
110763,Mainstream,C&P ICB
136241,Mainstream,C&P ICB
140173,Mainstream,C&P ICB
143777,Mainstream,C&P ICB
143775,Mainstream,C&P ICB
131330,Mainstream,C&P ICB
133311,Mainstream,C&P ICB
142932,SEN,C&P ICB
110635,Mainstream,C&P ICB
110951,SEN,C&P ICB
110921,Mainstream,C&P ICB
136775,Mainstream,C&P ICB
110714,Mainstream,C&P ICB
143575,Mainstream,C&P ICB
136974,Mainstream,C&P ICB
149560,SEN,C&P ICB
135380,SEN,C&P ICB
110663,Mainstream,C&P ICB
138053,Mainstream,C&P ICB
136610,Mainstream,C&P ICB
146968,Mainstream,C&P ICB
148983,Mainstream,C&P ICB
142557,SEN,C&P ICB
110760,Mainstream,C&P ICB
150571,Mainstream,C&P ICB
141552,Mainstream,C&P ICB
131238,Mainstream,C&P ICB
137924,Mainstream,C&P ICB
110913,Mainstream,C&P ICB
110888,Mainstream,C&P ICB
137305,Mainstream,C&P ICB
144289,Mainstream,C&P ICB
110915,Mainstream,C&P ICB
147384,Mainstream,C&P ICB
146965,Mainstream,C&P ICB
142034,Mainstream,C&P ICB
110912,Mainstream,C&P ICB
110750,Mainstream,C&P ICB
110839,Mainstream,C&P ICB
141213,Mainstream,C&P ICB
137248,Mainstream,C&P ICB
110840,Mainstream,C&P ICB
110932,Mainstream,C&P ICB
145424,Mainstream,C&P ICB
110793,Mainstream,C&P ICB
145719,Mainstream,C&P ICB
110645,Mainstream,C&P ICB
110772,Mainstream,C&P ICB
110802,Mainstream,C&P ICB
146469,Mainstream,C&P ICB
146357,Mainstream,C&P ICB
110620,Mainstream,C&P ICB
136580,Mainstream,C&P ICB
110834,Mainstream,C&P ICB
110685,Mainstream,C&P ICB
135132,Mainstream,C&P ICB
148578,SEN,C&P ICB
137594,SEN,C&P ICB
110847,Mainstream,C&P ICB
110593,Mainstream,C&P ICB
146515,Mainstream,C&P ICB
110668,Mainstream,C&P ICB
148236,SEN,C&P ICB
148454,Mainstream,C&P ICB
110914,Mainstream,C&P ICB
147661,SEN,C&P ICB
140174,Mainstream,C&P ICB
142035,Mainstream,C&P ICB
110717,Mainstream,C&P ICB
133651,SEN,C&P ICB
110923,Mainstream,C&P ICB
110807,Mainstream,C&P ICB
139634,Mainstream,C&P ICB
139555,Mainstream,C&P ICB
110765,Mainstream,C&P ICB
110924,Mainstream,C&P ICB
134894,Mainstream,C&P ICB
143941,Mainstream,C&P ICB
150783,Mainstream,C&P ICB
137867,Mainstream,C&P ICB
143955,Mainstream,C&P ICB
146310,Mainstream,C&P ICB
136814,Mainstream,C&P ICB
145246,Mainstream,C&P ICB
110630,Mainstream,C&P ICB
145034,Mainstream,C&P ICB
136802,Mainstream,C&P ICB
144770,Mainstream,C&P ICB
133801,Mainstream,C&P ICB
141500,Mainstream,C&P ICB
146050,Mainstream,C&P ICB
150263,Mainstream,C&P ICB
131937,Mainstream,C&P ICB
146929,Mainstream,C&P ICB
110621,Mainstream,C&P ICB
110698,Mainstream,C&P ICB
146407,Mainstream,C&P ICB
131197,Mainstream,C&P ICB
110928,Mainstream,C&P ICB
110804,Mainstream,C&P ICB
141211,Mainstream,C&P ICB
110795,Mainstream,C&P ICB
110622,Mainstream,C&P ICB
138280,Mainstream,C&P ICB
145924,Mainstream,C&P ICB
110926,Mainstream,C&P ICB
142810,Mainstream,C&P ICB
137547,Mainstream,C&P ICB
110703,Mainstream,C&P ICB
110713,Mainstream,C&P ICB
117422,Mainstream,C&P ICB
117386,Mainstream,C&P ICB
117278,Mainstream,C&P ICB
137656,Mainstream,C&P ICB
117129,Mainstream,C&P ICB
147008,Mainstream,C&P ICB
138292,Mainstream,C&P ICB
117331,Mainstream,C&P ICB
117134,Mainstream,C&P ICB
117153,Mainstream,C&P ICB
110852,Mainstream,C&P ICB
136266,Mainstream,C&P ICB
110823,Mainstream,C&P ICB
136721,Mainstream,C&P ICB
146726,Mainstream,C&P ICB
110722,Mainstream,C&P ICB
144791,SEN,C&P ICB
110824,Mainstream,C&P ICB
110599,Mainstream,C&P ICB
139082,Mainstream,C&P ICB
133117,SEN,C&P ICB
145787,Mainstream,C&P ICB
141124,Mainstream,C&P ICB
147808,Mainstream,C&P ICB
110825,Mainstream,C&P ICB
142397,Mainstream,C&P ICB
139370,Mainstream,C&P ICB
143859,Mainstream,C&P ICB
142902,Mainstream,C&P ICB
145268,Mainstream,C&P ICB
141300,Mainstream,C&P ICB
143641,Mainstream,C&P ICB
132763,Mainstream,C&P ICB
147074,Mainstream,C&P ICB
146753,Mainstream,C&P ICB
110948,SEN,C&P ICB
131693,Mainstream,C&P ICB
139930,Mainstream,C&P ICB
130613,Mainstream,C&P ICB
136023,Mainstream,C&P ICB
145271,Mainstream,C&P ICB
145270,Mainstream,C&P ICB
149236,Mainstream,C&P ICB
110743,Mainstream,C&P ICB
144597,Mainstream,C&P ICB
147944,SEN,C&P ICB
144598,Mainstream,C&P ICB
144600,Mainstream,C&P ICB
145267,Mainstream,C&P ICB
149103,Mainstream,C&P ICB
149104,Mainstream,C&P ICB
110943,SEN,C&P ICB
138271,SEN,C&P ICB
137082,Mainstream,C&P ICB
146854,Mainstream,C&P ICB
149368,SEN,C&P ICB
140377,Mainstream,C&P ICB
